full_address,MAR_MATCHADDRESS,MAR_XCOORD,MAR_YCOORD,MAR_LATITUDE,MAR_LONGITUDE,MAR_WARD,MAR_CENSUS_TRACT,MAR_ZIPCODE,MARID,MAR_ERROR,MAR_SCORE,MAR_SOURCEOPERATION,MAR_IGNORE
2201 2ND STREET NW,2201 2ND STREET NW,398739.56,139062.37,38.91943104,-77.01453455,Ward 5,3301,20001,227914,,100,DC Address,
1390 KENYON STREET NW,1390 KENYON STREET NW,397206.97,140193.78,38.92961961,-77.03221196,Ward 1,3000,20010,301099,,100,DC Address,
29 Q STREET NE,29 Q STREET NE,399330.11,138118.6,38.9109299,-77.0077238,Ward 5,8701,20002,43822,,100,DC Address,
131 QUINCY PLACE NE,131 QUINCY PLACE NE,399537.92,138204.15,38.91170069,-77.00532782,Ward 5,8701,20002,68493,,100,DC Address,
127 QUINCY PLACE NE,127 QUINCY PLACE NE,399527.16,138202.58,38.91168654,-77.00545188,Ward 5,8701,20002,69126,,100,DC Address,
143 QUINCY PLACE NE,143 QUINCY PLACE NE,399570.66,138203.14,38.91169161,-77.00495033,Ward 5,8701,20002,63777,,100,DC Address,
135 QUINCY PLACE NE,135 QUINCY PLACE NE,399548.91,138202.9,38.91168944,-77.0052011,Ward 5,8701,20002,66298,,100,DC Address,
36 Q STREET NE,36 Q STREET NE,399346.82,138160.41,38.91130655,-77.00753118,Ward 5,8701,20002,33043,,100,DC Address,
50 Q STREET NE,50 Q STREET NE,399384.28,138161.76,38.91131874,-77.00709927,Ward 5,8701,20002,15616,,100,DC Address,
9 QUINCY PLACE NE,9 QUINCY PLACE NE,399273.17,138202.2,38.91168295,-77.00838041,Ward 5,8701,20002,81622,,100,DC Address,
28 Q STREET NE,28 Q STREET NE,399325.58,138161.32,38.91131473,-77.00777608,Ward 5,8701,20002,44883,,100,DC Address,
56 Q STREET NE,56 Q STREET NE,399400.22,138161.29,38.91131451,-77.00691548,Ward 5,8701,20002,7691,,100,DC Address,
26 Q STREET NE,26 Q STREET NE,399320.17,138160.2,38.91130464,-77.00783845,Ward 5,8701,20002,46121,,100,DC Address,
13 R STREET NE,13 R STREET NE,399291.81,138281.15,38.91239417,-77.00816557,Ward 5,8701,20002,68914,,100,DC Address,
52 QUINCY PLACE NE,52 QUINCY PLACE NE,399395.72,138241,38.91203256,-77.00696743,Ward 5,8701,20002,11905,,100,DC Address,
149 R STREET NE,149 R STREET NE,399592.43,138275.96,38.91234761,-77.00469936,Ward 5,8701,20002,146320,,100,DC Address,
147 R STREET NE,147 R STREET NE,399577.88,138275.92,38.91234724,-77.00486712,Ward 5,8701,20002,146319,,100,DC Address,
1032 OTIS STREET NE,1032 OTIS STREET NE,400720.89,140750.28,38.93463654,-76.9916854,Ward 5,9504,20017,75190,,100,DC Address,
143 RHODE ISLAND AVENUE NW,143 RHODE ISLAND AVENUE NW,398810.45,138616.19,38.9154118,-77.01371633,Ward 5,3301,20001,227205,,100,DC Address,
150 RHODE ISLAND AVENUE NW,150 RHODE ISLAND AVENUE NW,398808.79,138566.37,38.91496301,-77.01373538,Ward 5,3302,20001,227220,,100,DC Address,
435 KENNEDY STREET NW,435 KENNEDY STREET NW,398326,143194.61,38.95665479,-77.01931353,Ward 4,2102,20011,248774,,100,DC Address,
437 KENNEDY STREET NW,437 KENNEDY STREET NW,398315.6,143194.3,38.95665198,-77.01943352,Ward 4,2102,20011,248792,,100,DC Address,
5611 5TH STREET NW,5611 5TH STREET NW,398292.68,143339.18,38.95795705,-77.01969832,Ward 4,2102,20011,248793,,100,DC Address,
422 BUTTERNUT STREET NW,422 BUTTERNUT STREET NW,398362.38,145055.44,38.97341767,-77.01889825,Ward 4,1702,20012,249105,,100,DC Address,
406 CEDAR STREET NW,406 CEDAR STREET NW,398398.58,145176.25,38.97450602,-77.01848078,Ward 4,1702,20012,259653,,100,DC Address,
149 W STREET NW,149 W STREET NW,398759.69,139062.02,38.91942792,-77.01430243,Ward 5,3301,20001,227915,,100,DC Address,
5041 1ST STREET NW,5041 1ST STREET NW,399011.67,142636.92,38.95163201,-77.01140191,Ward 4,2202,20011,243539,,100,DC Address,
5040 1ST STREET NW,5040 1ST STREET NW,398968.39,142663.26,38.95186923,-77.01190125,Ward 4,2202,20011,243579,,100,DC Address,
110 GALLATIN STREET NW,110 GALLATIN STREET NW,398955.55,142691.49,38.95212352,-77.01204943,Ward 4,2202,20011,243577,,100,DC Address,
919 FLORIDA AVENUE NW,919 FLORIDA AVENUE NW,397902.93,138959.04,38.91849861,-77.0241817,Ward 1,3500,20001,218794,,100,DC Address,
929 FLORIDA AVENUE NW,929 FLORIDA AVENUE NW,397903.07,138981.2,38.91869824,-77.02418015,Ward 1,3500,20001,285468,,100,DC Address,
1218 PERRY STREET NE,1218 PERRY STREET NE,400857.3,140944.1,38.93638274,-76.99011184,Ward 5,9504,20017,117010,,100,DC Address,
1210 PERRY STREET NE,1210 PERRY STREET NE,400833.04,140943.92,38.93638114,-76.99039165,Ward 5,9504,20017,117009,,100,DC Address,
610 IRVING STREET NW,610 IRVING STREET NW,398147.58,140110.32,38.92887026,-77.0213637,Ward 1,3200,20010,237887,,100,DC Address,
604 COLUMBIA ROAD NW,604 COLUMBIA ROAD NW,398176.03,140029.87,38.9281456,-77.02103538,Ward 1,3200,20001,237918,,100,DC Address,
550 HOBART PLACE NW,550 HOBART PLACE NW,398084.66,139989.91,38.92778544,-77.02208901,Ward 1,3200,20001,237967,,100,DC Address,
438 OAKDALE PLACE NW,438 OAKDALE PLACE NW,398384.55,138863.76,38.91764132,-77.01862783,Ward 1,3400,20001,308284,,100,DC Address,
442 OAKDALE PLACE NW,442 OAKDALE PLACE NW,398378.16,138863,38.91763446,-77.01870151,Ward 1,3400,20001,308285,,100,DC Address,
345 OAKDALE PLACE NW,345 OAKDALE PLACE NW,398504.88,138906.89,38.91803006,-77.01724039,Ward 1,3400,20001,229627,,100,DC Address,
1962 2ND STREET NW,1962 2ND STREET NW,398720.9,138827.98,38.91731955,-77.01474929,Ward 1,3400,20001,229717,,100,DC Address,
1906 4TH STREET NE,1906 4TH STREET NE,399928.01,138666.02,38.91586149,-77.0008301,Ward 5,8702,20002,149127,,100,DC Address,
1902 4TH STREET NE,1902 4TH STREET NE,399927.85,138655.19,38.91576393,-77.00083194,Ward 5,8702,20002,149125,,100,DC Address,
1904 4TH STREET NE,1904 4TH STREET NE,399927.85,138661.08,38.91581699,-77.00083194,Ward 5,8702,20002,149126,,100,DC Address,
1908 4TH STREET NE,1908 4TH STREET NE,399928.65,138671.75,38.91591311,-77.00082272,Ward 5,8702,20002,149128,,100,DC Address,
1916 4TH STREET NE,1916 4TH STREET NE,399928.01,138693.4,38.91610814,-77.0008301,Ward 5,8702,20002,149132,,100,DC Address,
1910 4TH STREET NE,1910 4TH STREET NE,399928.81,138677.48,38.91596473,-77.00082088,Ward 5,8702,20002,149129,,100,DC Address,
1914 4TH STREET NE,1914 4TH STREET NE,399928.01,138688.15,38.91606085,-77.0008301,Ward 5,8702,20002,149131,,100,DC Address,
1912 4TH STREET NE,1912 4TH STREET NE,399928.01,138683.21,38.91601635,-77.0008301,Ward 5,8702,20002,149130,,100,DC Address,
1927 3RD STREET NE,1927 3RD STREET NE,399840.29,138732.32,38.91645873,-77.00184159,Ward 5,8702,20002,53719,,100,DC Address,
302 TODD PLACE NE,302 TODD PLACE NE,399848.25,138732.38,38.91645927,-77.00174981,Ward 5,8702,20002,41873,,100,DC Address,
306 TODD PLACE NE,306 TODD PLACE NE,399859.38,138732.41,38.91645955,-77.00162147,Ward 5,8702,20002,41008,,100,DC Address,
310 TODD PLACE NE,310 TODD PLACE NE,399870.15,138732.43,38.91645973,-77.00149728,Ward 5,8702,20002,40673,,100,DC Address,
1918 4TH STREET NE,1918 4TH STREET NE,399927.53,138699.14,38.91615985,-77.00083564,Ward 5,8702,20002,149124,,100,DC Address,
1900 4TH STREET NE,1900 4TH STREET NE,399928.01,138649.3,38.91571087,-77.0008301,Ward 5,8702,20002,150184,,100,DC Address,
1210 HOLBROOK TERRACE NE,1210 HOLBROOK TERRACE NE,401209.06,137745.7,38.90757011,-76.98606024,Ward 5,8804,20002,71625,,100,DC Address,
1220 HOLBROOK TERRACE NE,1220 HOLBROOK TERRACE NE,401227.38,137735.47,38.90747793,-76.98584904,Ward 5,8804,20002,71117,,100,DC Address,
2817 7TH STREET NE,2817 7TH STREET NE,400353.92,139814.01,38.92620289,-76.99591844,Ward 5,9201,20017,44225,,100,DC Address,
711 IRVING STREET NE,711 IRVING STREET NE,400378.81,140035.4,38.92819723,-76.99563128,Ward 5,9201,20017,76949,,100,DC Address,
3000 7TH STREET NE,3000 7TH STREET NE,400310.54,139991.69,38.9278035,-76.99641864,Ward 5,9201,20017,146182,,100,DC Address,
911 KENNEDY STREET NW,911 KENNEDY STREET NW,397713.72,143174.18,38.95646937,-77.02637756,Ward 4,2101,20011,254518,,100,DC Address,
1451 GIRARD STREET NW,1451 GIRARD STREET NW,397013.42,139745.63,38.9255819,-77.03444222,Ward 1,3700,20009,234306,,100,DC Address,
2827 15TH STREET NW,2827 15TH STREET NW,396952.27,139766.56,38.92577023,-77.03514752,Ward 1,3700,20009,226345,,100,DC Address,
1474 COLUMBIA ROAD NW,1474 COLUMBIA ROAD NW,396948.76,139886.04,38.92684653,-77.03518853,Ward 1,2802,20009,234344,,100,DC Address,
1907 3RD STREET NW,1907 3RD STREET NW,398649.21,138718.49,38.91633312,-77.01557573,Ward 1,3400,20001,229746,,100,DC Address,
305 T STREET NW,305 T STREET NW,398591.39,138692.69,38.91610062,-77.01624239,Ward 1,3400,20001,229776,,100,DC Address,
512 U STREET NW,512 U STREET NW,398339.75,138728.44,38.91642223,-77.01914409,Ward 1,3400,20001,226356,,100,DC Address,
514 U STREET NW,514 U STREET NW,398329.29,138729.25,38.9164295,-77.0192647,Ward 1,3400,20001,225439,,100,DC Address,
343 CEDAR STREET NW,343 CEDAR STREET NW,398433.45,145227.74,38.97496992,-77.01807849,Ward 4,1702,20012,295764,,100,DC Address,
604 LONGFELLOW STREET NW,604 LONGFELLOW STREET NW,398182.02,143266.63,38.95730328,-77.02097487,Ward 4,2101,20011,246731,,100,DC Address,
1668 TRINIDAD AVENUE NE,1668 TRINIDAD AVENUE NE,401441.53,137767.11,38.90776263,-76.98337996,Ward 5,8804,20002,58188,,100,DC Address,
1219 HOLBROOK TERRACE NE,1219 HOLBROOK TERRACE NE,401199.77,137699.04,38.90714979,-76.98616743,Ward 5,8804,20002,71236,,100,DC Address,
1238 QUEEN STREET NE,1238 QUEEN STREET NE,401230.15,137646.02,38.90667213,-76.98581727,Ward 5,8804,20002,152276,,100,DC Address,
1211 HOLBROOK TERRACE NE,1211 HOLBROOK TERRACE NE,401181.54,137709.02,38.90723972,-76.9863776,Ward 5,8804,20002,71687,,100,DC Address,
1246 QUEEN STREET NE,1246 QUEEN STREET NE,401249.07,137637.56,38.90659589,-76.98559915,Ward 5,8804,20002,69692,,100,DC Address,
1218 QUEEN STREET NE,1218 QUEEN STREET NE,401185.16,137672.61,38.90691172,-76.98633592,Ward 5,8804,20002,71201,,100,DC Address,
1839 1ST STREET NW,1839 1ST STREET NW,398963.29,138617.16,38.91542074,-77.01195398,Ward 5,3302,20001,279433,,100,DC Address,
1831 1ST STREET NW,1831 1ST STREET NW,398966.01,138593.14,38.91520436,-77.01192258,Ward 5,3302,20001,227304,,100,DC Address,
1824 NORTH CAPITOL STREET NW,1824 NORTH CAPITOL STREET NW,399188.28,138565.06,38.91495164,-77.00935963,Ward 5,3302,20002,227248,,100,DC Address,
1826 NORTH CAPITOL STREET NW,1826 NORTH CAPITOL STREET NW,399189.56,138570.82,38.91500353,-77.00934487,Ward 5,3302,20002,227247,,100,DC Address,
1827 1ST STREET NW,1827 1ST STREET NW,398968.11,138581.49,38.91509941,-77.01189835,Ward 5,3302,20001,227276,,100,DC Address,
70 RHODE ISLAND AVENUE NW,70 RHODE ISLAND AVENUE NW,399025.8,138655.85,38.91576934,-77.01123325,Ward 5,3302,20001,227360,,100,DC Address,
5403 9TH STREET NW,5403 9TH STREET NW,397806.1,143054.76,38.95539384,-77.02531136,Ward 4,2101,20011,299963,,100,DC Address,
5401 9TH STREET NW,5401 9TH STREET NW,397789.06,143053.31,38.95538073,-77.02550795,Ward 4,2101,20011,276108,,100,DC Address,
5405 9TH STREET NW,5405 9TH STREET NW,397804.93,143072.66,38.95555508,-77.02532491,Ward 4,2101,20011,299964,,100,DC Address,
5407 9TH STREET NW,5407 9TH STREET NW,397793.66,143074.54,38.95557199,-77.02545494,Ward 4,2101,20011,299965,,100,DC Address,
816 KENNEDY STREET NW,816 KENNEDY STREET NW,397855.5,143133.4,38.95610237,-77.02474167,Ward 4,2101,20011,254547,,100,DC Address,
4519 GEORGIA AVENUE NW,4519 GEORGIA AVENUE NW,397746.2,141956.73,38.94550233,-77.02599883,Ward 4,2400,20011,252285,,100,DC Address,
129 W STREET NW,129 W STREET NW,398781.93,139061.87,38.91942626,-77.01404597,Ward 5,3301,20001,313386,,100,DC Address,
2218 1ST STREET NW,2218 1ST STREET NW,398921.22,139104.16,38.91980774,-77.01243984,Ward 5,3301,20001,227921,,100,DC Address,
2223 1ST STREET NW,2223 1ST STREET NW,398972.38,139104.51,38.91981096,-77.01184989,Ward 5,3301,20001,227974,,100,DC Address,
40 ADAMS STREET NW,40 ADAMS STREET NW,399086.21,139125.85,38.92000332,-77.0105373,Ward 5,3301,20001,228006,,100,DC Address,
1428 SHEPHERD STREET NW,1428 SHEPHERD STREET NW,397047.35,141294.87,38.93953804,-77.0340576,Ward 4,2502,20011,259036,,100,DC Address,
4024 14TH STREET NW,4024 14TH STREET NW,397135.31,141413.35,38.94060563,-77.03304351,Ward 4,2502,20011,259088,,100,DC Address,
1419 SHEPHERD STREET NW,1419 SHEPHERD STREET NW,397078.98,141341.01,38.93995378,-77.03369295,Ward 4,2502,20011,259062,,100,DC Address,
4120 14TH STREET NW,4120 14TH STREET NW,397125.96,141520.64,38.9415721,-77.03315181,Ward 4,2502,20011,259662,,100,DC Address,
4108 14TH STREET NW,4108 14TH STREET NW,397135.83,141489.39,38.94129062,-77.03303783,Ward 4,2502,20011,259407,,100,DC Address,
136 QUINCY PLACE NE,136 QUINCY PLACE NE,399535.99,138239.3,38.91201734,-77.0053501,Ward 5,8701,20002,65758,,100,DC Address,
138 QUINCY PLACE NE,138 QUINCY PLACE NE,399541.61,138239.31,38.91201743,-77.0052853,Ward 5,8701,20002,65509,,100,DC Address,
132 QUINCY PLACE NE,132 QUINCY PLACE NE,399524.76,138239.28,38.91201715,-77.00547958,Ward 5,8701,20002,67941,,100,DC Address,
3420 1/2 BROWN STREET NW,3420 1/2 BROWN STREET NW,396731.53,140740.23,38.93454056,-77.03769781,Ward 1,2701,20010,306880,,100,DC Address,
3414 BROWN STREET NW,3414 BROWN STREET NW,396722.41,140720.38,38.93436171,-77.0378029,Ward 1,2701,20010,308988,,100,DC Address,
3422 BROWN STREET NW,3422 BROWN STREET NW,396731.9,140753.76,38.93466244,-77.0376936,Ward 1,2701,20010,234028,,100,DC Address,
1663 NEWTON STREET NW,1663 NEWTON STREET NW,396647.38,140717.86,38.93433872,-77.03866827,Ward 1,2701,20010,234081,,100,DC Address,
3430 BROWN STREET NW,3430 BROWN STREET NW,396749.84,140769.59,38.93480511,-77.03748676,Ward 1,2701,20010,218176,,100,DC Address,
836 LAMONT STREET NW,836 LAMONT STREET NW,397737.02,140312.88,38.93069402,-77.0260993,Ward 1,3100,20010,232942,,100,DC Address,
834 LAMONT STREET NW,834 LAMONT STREET NW,397741.75,140313.4,38.93069872,-77.02604475,Ward 1,3100,20010,232943,,100,DC Address,
761 KENYON STREET NW,761 KENYON STREET NW,397778.4,140241.76,38.93005346,-77.02562183,Ward 1,3100,20010,232975,,100,DC Address,
4308 GEORGIA AVENUE NW,4308 GEORGIA AVENUE NW,397729.58,141714.64,38.94332114,-77.02618974,Ward 4,2501,20011,252608,,100,DC Address,
4511 IOWA AVENUE NW,4511 IOWA AVENUE NW,397526.59,141953.15,38.94546949,-77.02853213,Ward 4,2501,20011,252689,,100,DC Address,
1117 ALLISON STREET NW,1117 ALLISON STREET NW,397621.19,141928.48,38.94524752,-77.02744079,Ward 4,2501,20011,252712,,100,DC Address,
4800 GEORGIA AVENUE NW,4800 GEORGIA AVENUE NW,397630.93,142290.65,38.94851007,-77.02732968,Ward 4,2002,20011,252834,,100,DC Address,
1427 CHAPIN STREET NW,1427 CHAPIN STREET NW,397099.31,139322.87,38.92177383,-77.03344992,Ward 1,3700,20009,242998,,100,DC Address,
1817 VERNON STREET NW,1817 VERNON STREET NW,396330.89,138816.38,38.91720833,-77.04230842,Ward 1,4002,20009,235540,,100,DC Address,
1822 VERNON STREET NW,1822 VERNON STREET NW,396305.26,138764.25,38.91673862,-77.04260367,Ward 1,4002,20009,226479,,100,DC Address,
1856 MINTWOOD PLACE NW,1856 MINTWOOD PLACE NW,396080.28,139258.66,38.92119145,-77.04520072,Ward 1,4001,20009,226503,,100,DC Address,
1840 MINTWOOD PLACE NW,1840 MINTWOOD PLACE NW,396142.74,139244.11,38.92106065,-77.04448037,Ward 1,4001,20009,225429,,100,DC Address,
1858 MINTWOOD PLACE NW,1858 MINTWOOD PLACE NW,396074.65,139257.88,38.9211844,-77.04526564,Ward 1,4001,20009,226394,,100,DC Address,
1423 COLUMBIA ROAD NW,1423 COLUMBIA ROAD NW,397070.61,139975.68,38.92765445,-77.03378367,Ward 1,2802,20009,234367,,100,DC Address,
1352 QUINCY STREET NW,1352 QUINCY STREET NW,397263.21,141058.8,38.93741215,-77.0315668,Ward 4,2502,20011,225290,,100,DC Address,
3619 13TH STREET NW,3619 13TH STREET NW,397441.13,140809.14,38.93516367,-77.0295137,Ward 1,2900,20010,230367,,100,DC Address,
3619 14TH STREET NW,3619 14TH STREET NW,397187.41,140997.67,38.9368609,-77.03244084,Ward 1,2900,20010,225292,,100,DC Address,
3519 14TH STREET NW,3519 14TH STREET NW,397186.36,140845.58,38.93549116,-77.03245233,Ward 1,2900,20010,230199,,100,DC Address,
1336 PARKWOOD PLACE NW,1336 PARKWOOD PLACE NW,397311.31,140803.92,38.93511626,-77.031011,Ward 1,2900,20010,230269,,100,DC Address,
3525 14TH STREET NW,3525 14TH STREET NW,397185.14,140864.11,38.93565808,-77.03246648,Ward 1,2900,20010,230202,,100,DC Address,
1327 OTIS PLACE NW,1327 OTIS PLACE NW,397338.59,140761.79,38.93473682,-77.0306962,Ward 1,2900,20010,230283,,100,DC Address,
3614 13TH STREET NW,3614 13TH STREET NW,397400.44,140809.38,38.93516571,-77.02998301,Ward 1,2900,20010,230307,,100,DC Address,
1423 NEWTON STREET NW,1423 NEWTON STREET NW,397072.97,140509.34,38.93246183,-77.03375873,Ward 1,2801,20010,234561,,100,DC Address,
3415 14TH STREET NW,3415 14TH STREET NW,397185.9,140456.41,38.93198539,-77.03245604,Ward 1,2900,20010,230870,,100,DC Address,
1343 NEWTON STREET NW,1343 NEWTON STREET NW,397293.06,140530.73,38.93265523,-77.03122042,Ward 1,2900,20010,230798,,100,DC Address,
1340 MONROE STREET NW,1340 MONROE STREET NW,397311.53,140427.86,38.9317286,-77.03100699,Ward 1,2900,20010,297589,,100,DC Address,
1342 MONROE STREET NW,1342 MONROE STREET NW,397295.47,140420.31,38.93166054,-77.03119219,Ward 1,2900,20010,297591,,100,DC Address,
1344 MONROE STREET NW,1344 MONROE STREET NW,397290.16,140417.56,38.93163575,-77.03125342,Ward 1,2900,20010,297593,,100,DC Address,
1346 MONROE STREET NW,1346 MONROE STREET NW,397284.52,140415.62,38.93161825,-77.03131846,Ward 1,2900,20010,297596,,100,DC Address,
1348 MONROE STREET NW,1348 MONROE STREET NW,397279.04,140413.62,38.93160022,-77.03138165,Ward 1,2900,20010,297598,,100,DC Address,
1350 MONROE STREET NW,1350 MONROE STREET NW,397273.4,140410.4,38.9315712,-77.03144669,Ward 1,2900,20010,297600,,100,DC Address,
1352 MONROE STREET NW,1352 MONROE STREET NW,397267.84,140408.71,38.93155596,-77.03151081,Ward 1,2900,20010,297602,,100,DC Address,
1354 MONROE STREET NW,1354 MONROE STREET NW,397262.2,140406.13,38.9315327,-77.03157584,Ward 1,2900,20010,297604,,100,DC Address,
1356 MONROE STREET NW,1356 MONROE STREET NW,397256.24,140403.39,38.931508,-77.03164457,Ward 1,2900,20010,297606,,100,DC Address,
1358 MONROE STREET NW,1358 MONROE STREET NW,397250.92,140401.39,38.93148996,-77.03170592,Ward 1,2900,20010,297608,,100,DC Address,
1360 MONROE STREET NW,1360 MONROE STREET NW,397245.6,140399.13,38.93146959,-77.03176727,Ward 1,2900,20010,297610,,100,DC Address,
1362 MONROE STREET NW,1362 MONROE STREET NW,397239.55,140396.4,38.93144497,-77.03183703,Ward 1,2900,20010,297612,,100,DC Address,
1812 VERNON STREET NW,1812 VERNON STREET NW,396335.64,138767.04,38.91676388,-77.04225338,Ward 1,4002,20009,226447,,100,DC Address,
2200 17TH STREET NW,2200 17TH STREET NW,396621.91,139107.99,38.91983641,-77.03895411,Ward 1,3800,20009,300080,,100,DC Address,
2323 ONTARIO ROAD NW,2323 ONTARIO ROAD NW,396552.39,139194.44,38.92061491,-77.0397562,Ward 1,3800,20009,235778,,100,DC Address,
2426 ONTARIO ROAD NW,2426 ONTARIO ROAD NW,396505.34,139288.84,38.92146511,-77.04029924,Ward 1,3800,20009,235664,,100,DC Address,
2351 CHAMPLAIN STREET NW,2351 CHAMPLAIN STREET NW,396443.28,139316.69,38.92171575,-77.04101504,Ward 1,3800,20009,243027,,100,DC Address,
2714 ONTARIO ROAD NW,2714 ONTARIO ROAD NW,396462.9,139642.53,38.9246511,-77.04079047,Ward 1,3900,20009,235906,,100,DC Address,
2701 4TH STREET NE,2701 4TH STREET NE,399970.15,139646.68,38.9246956,-77.00034424,Ward 5,9204,20002,300959,,100,DC Address,
400 EVARTS STREET NE,400 EVARTS STREET NE,399985.91,139644.22,38.92467344,-77.00016249,Ward 5,9204,20017,28321,,100,DC Address,
432 EVARTS STREET NE,432 EVARTS STREET NE,400066.63,139647.28,38.924701,-76.99923161,Ward 5,9204,20017,23582,,100,DC Address,
2813 4TH STREET NE,2813 4TH STREET NE,399970.89,139792.09,38.9260055,-77.00033571,Ward 5,9201,20002,44345,,100,DC Address,
939 LONGFELLOW STREET NW,939 LONGFELLOW STREET NW,397642.08,143299.98,38.95760242,-77.02720452,Ward 4,2101,20011,254437,,100,DC Address,
936 MADISON STREET NW,936 MADISON STREET NW,397589.72,143366.34,38.95820006,-77.02780886,Ward 4,2101,20011,285473,,100,DC Address,
1419 GIRARD STREET NW,1419 GIRARD STREET NW,397099.59,139752.73,38.92564614,-77.03344851,Ward 1,3700,20009,234311,,100,DC Address,
1462 HARVARD STREET NW,1462 HARVARD STREET NW,397013.03,139808.9,38.92615185,-77.034447,Ward 1,3700,20009,234294,,100,DC Address,
1466 HARVARD STREET NW,1466 HARVARD STREET NW,396988.33,139807.99,38.92614357,-77.03473184,Ward 1,3700,20009,234320,,100,DC Address,
1449 GIRARD STREET NW,1449 GIRARD STREET NW,397017.82,139746.08,38.92558597,-77.03439148,Ward 1,3700,20009,234305,,100,DC Address,
1461 GIRARD STREET NW,1461 GIRARD STREET NW,396984.43,139746.84,38.9255927,-77.03477655,Ward 1,3700,20009,234310,,100,DC Address,
1442 HARVARD STREET NW,1442 HARVARD STREET NW,397047.9,139813.97,38.92619764,-77.03404488,Ward 1,3700,20009,234308,,100,DC Address,
1447 GIRARD STREET NW,1447 GIRARD STREET NW,397023.39,139744.46,38.92557139,-77.03432724,Ward 1,3700,20009,234304,,100,DC Address,
1448 HARVARD STREET NW,1448 HARVARD STREET NW,397030.13,139808.89,38.92615182,-77.03424979,Ward 1,3700,20009,234299,,100,DC Address,
1460 HARVARD STREET NW,1460 HARVARD STREET NW,397018.3,139809.31,38.92615556,-77.03438622,Ward 1,3700,20009,234295,,100,DC Address,
2 S STREET NE,2 S STREET NE,399244.04,138484.42,38.91422526,-77.00871659,Ward 5,8701,20002,53231,,100,DC Address,
12 S STREET NE,12 S STREET NE,399266.51,138492.03,38.91429383,-77.00845751,Ward 5,8701,20002,72199,,100,DC Address,
1823 NORTH CAPITOL STREET NE,1823 NORTH CAPITOL STREET NE,399244.26,138536.24,38.91469207,-77.00871411,Ward 5,8701,20002,55352,,100,DC Address,
11 S STREET NE,11 S STREET NE,399265.45,138445.66,38.91387611,-77.00846968,Ward 5,8701,20002,74511,,100,DC Address,
1702 WEST VIRGINIA AVENUE NE,1702 WEST VIRGINIA AVENUE NE,401131.46,137987.06,38.90974447,-76.98695453,Ward 5,8803,20002,57858,,100,DC Address,
1710 WEST VIRGINIA AVENUE NE,1710 WEST VIRGINIA AVENUE NE,401157.11,138016.61,38.91001063,-76.98665874,Ward 5,8803,20002,57689,,100,DC Address,
1716 WEST VIRGINIA AVENUE NE,1716 WEST VIRGINIA AVENUE NE,401176.34,138038.68,38.91020942,-76.98643698,Ward 5,8803,20002,57244,,100,DC Address,
1714 WEST VIRGINIA AVENUE NE,1714 WEST VIRGINIA AVENUE NE,401169.82,138031.5,38.91014475,-76.98651217,Ward 5,8803,20002,57387,,100,DC Address,
1212 RAUM STREET NE,1212 RAUM STREET NE,401286.03,137894.88,38.90891386,-76.98517255,Ward 5,8804,20002,146323,,100,DC Address,
1234 SIMMS PLACE NE,1234 SIMMS PLACE NE,401373.58,137937.09,38.90929397,-76.98416304,Ward 5,8804,20002,70313,,100,DC Address,
1239 SIMMS PLACE NE,1239 SIMMS PLACE NE,401385.42,137887.07,38.90884336,-76.98402663,Ward 5,8804,20002,70070,,100,DC Address,
1731 1ST STREET NW,1731 1ST STREET NW,398966.05,138412.11,38.91357358,-77.01192184,Ward 5,3302,20001,227034,,100,DC Address,
1735 1ST STREET NW,1735 1ST STREET NW,398965.53,138421.01,38.91365375,-77.01192785,Ward 5,3302,20001,227036,,100,DC Address,
1819 1ST STREET NW,1819 1ST STREET NW,398966.17,138537.2,38.91470043,-77.01192065,Ward 5,3302,20001,227117,,100,DC Address,
11 S STREET NW,11 S STREET NW,399167.63,138491.98,38.91429329,-77.00959764,Ward 5,3302,20001,227095,,100,DC Address,
1822 NORTH CAPITOL STREET NW,1822 NORTH CAPITOL STREET NW,399182.54,138536.28,38.91469237,-77.00942578,Ward 5,3302,20002,227112,,100,DC Address,
1812 NORTH CAPITOL STREET NW,1812 NORTH CAPITOL STREET NW,399186.71,138515.74,38.91450735,-77.00937767,Ward 5,3302,20002,227148,,100,DC Address,
3 S STREET NW,3 S STREET NW,399187.89,138489.98,38.91427529,-77.00936403,Ward 5,3302,20001,227091,,100,DC Address,
1810 1ST STREET NW,1810 1ST STREET NW,398927.94,138510.57,38.9144605,-77.01236142,Ward 5,3302,20001,218510,,100,DC Address,
133 S STREET NW,133 S STREET NW,398855.39,138489.5,38.9142706,-77.01319793,Ward 5,3302,20001,227170,,100,DC Address,
130 SEATON PLACE NW,130 SEATON PLACE NW,398850.78,138531.71,38.91465083,-77.01325115,Ward 5,3302,20001,227178,,100,DC Address,
1812 1ST STREET NW,1812 1ST STREET NW,398927.38,138514.49,38.91449581,-77.01236788,Ward 5,3302,20001,218513,,100,DC Address,
1818 1ST STREET NW,1818 1ST STREET NW,398922.52,138530.85,38.91464318,-77.01242395,Ward 5,3302,20001,227197,,100,DC Address,
922 MADISON STREET NW,922 MADISON STREET NW,397661.8,143359.08,38.95813486,-77.02697721,Ward 4,2101,20011,254439,,100,DC Address,
5522 9TH STREET NW,5522 9TH STREET NW,397742.92,143216.35,38.95684932,-77.02604081,Ward 4,2101,20011,254495,,100,DC Address,
